Nmorph	Word_Form	Segmentation
3	shoelaces	{shoe}{lace}>s>
3	shoemaker	{shoe}{make}>er>
4	shoemakers	{shoe}{make}>er>>s>
3	shoemaking	{shoe}{make}>ing>
2	shoes	{shoe}>s>
2	shoeshine	{shoe}{shine}
3	shoeshines	{shoe}{shine}>s>
2	shoestring	{shoe}{string}
3	shoestrings	{shoe}{string}>s>
1	shogun	{shogun}
2	shoguns	{shogun}>s>
1	shoji	{shoji}
1	shone	{shone}
1	shoo	{shoo}
2	shooed	{shoo}>ed>
2	shooing	{shoo}>ing>
1	shook	{shook}
2	shoos	{shoo}>s>
1	shoot	{shoot}
2	shooter	{shoot}>er>
3	shooters	{shoot}>er>>s>
2	shootin	{shoo}{tin}
2	shooting	{shoot}>ing>
3	shootings	{shoot}>ing>>s>
2	shoots	{shoot}>s>
1	shop	{shop}
3	shopkeeper	{shop}{keep}>er>
4	shopkeepers	{shop}{keep}>er>>s>
2	shoplift	{shop}{lift}
3	shoplifted	{shop}{lift}>ed>
3	shoplifter	{shop}{lift}>er>
4	shoplifters	{shop}{lift}>er>>s>
3	shoplifting	{shop}{lift}>ing>
3	shoplifts	{shop}{lift}>s>
2	shopped	{shop}>ed>
2	shopper	{shop}>er>
3	shoppers	{shop}>er>>s>
2	shopping	{shop}>ing>
2	shops	{shop}>s>
3	shopsoiled	{shop}{soil}>ed>
3	shopworn	{shop}{wore}>n>
1	shore	{shore}
2	shored	{shore}>ed>
2	shoreline	{shore}{line}
3	shorelines	{shore}{line}>s>
2	shores	{shore}>s>
2	shoring	{shore}>ing>
1	shorn	{shorn}
1	short	{short}
2	shortage	{short}>age>
3	shortages	{short}>age>>s>
2	shortbread	{short}{bread}
2	shortcake	{short}{cake}
3	shortcoming	{short}{come}>ing>
4	shortcomings	{short}{come}>ing>>s>
2	shortcut	{short}{cut}
3	shortcuts	{short}{cut}>s>
2	shorted	{short}>ed>
2	shorten	{short}>en>
3	shortened	{short}>en>>ed>
3	shortening	{short}>en>>ing>
3	shortens	{short}>en>>s>
2	shorter	{short}>er>
2	shortest	{short}>est>
2	shortfall	{short}{fall}
3	shortfalls	{short}{fall}>s>
2	shorthand	{short}{hand}
3	shorthanded	{short}{hand}>ed>
2	shorthorn	{short}{horn}
3	shorthorns	{short}{horn}>s>
3	shorties	{short}>y>>s>
2	shorting	{short}>ing>
2	shortly	{short}>ly>
2	shortness	{short}>ness>
2	shorts	{short}>s>
3	shortsighted	{short}{sight}>ed>
4	shortsightedly	{short}{sight}>ed>>ly>
4	shortsightedness	{short}{sight}>ed>>ness>
2	shortstop	{short}{stop}
2	shorty	{short}>y>
1	shot	{shot}
2	shotgun	{shot}{gun}
3	shotguns	{shot}{gun}>s>
2	shots	{shot}>s>
3	shotshells	{shot}{shell}>s>
1	should	{should}
1	shoulder	{shoulder}
2	shouldered	{shoulder}>ed>
2	shouldering	{shoulder}>ing>
2	shoulders	{shoulder}>s>
2	shouldn't	{should}>n't>
1	shouldst	{shouldst}
1	shout	{shout}
2	shouted	{shout}>ed>
2	shouting	{shout}>ing>
2	shouts	{shout}>s>
1	shove	{shove}
2	shoved	{shove}>ed>
1	shovel	{shovel}
2	shoveled	{shovel}>ed>
2	shovelful	{shovel}>ful>
3	shovelfuls	{shovel}>ful>>s>
2	shovelled	{shovel}>ed>
2	shovelling	{shovel}>ing>
2	shovels	{shovel}>s>
2	shoves	{shove}>s>
2	shoving	{shove}>ing>
1	show	{show}
2	showbiz	{show}{biz}
2	showboat	{show}{boat}
3	showboats	{show}{boat}>s>
2	showcase	{show}{case}
3	showcases	{show}{case}>s>
2	showdown	{show}{down}
3	showdowns	{show}{down}>s>
2	showed	{show}>ed>
1	shower	{shower}
2	showered	{shower}>ed>
3	showerier	{shower}>y>>er>
2	showering	{shower}>ing>
2	showers	{shower}>s>
2	showery	{shower}>y>
2	showgirl	{show}{girl}
3	showgirls	{show}{girl}>s>
3	showier	{show}>y>>er>
3	showiest	{show}>y>>est>
3	showily	{show}>y>>ly>
3	showiness	{show}>y>>ness>
2	showing	{show}>ing>
3	showings	{show}>ing>>s>
2	showman	{show}>man>
3	showmanship	{show}>man>>ship>
2	showmen	{show}>men>
2	shown	{show}>n>
2	showpiece	{show}{piece}
3	showpieces	{show}{piece}>s>
2	showplace	{show}{place}
3	showplaces	{show}{place}>s>
2	showroom	{show}{room}
3	showrooms	{show}{room}>s>
2	shows	{show}>s>
2	showy	{show}>y>
1	shrank	{shrank}
1	shrapnel	{shrapnel}
1	shred	{shred}
2	shredded	{shred}>ed>
2	shredder	{shred}>er>
3	shredders	{shred}>er>>s>
2	shredding	{shred}>ing>
2	shreds	{shred}>s>
2	shreveport	{shreve--port}
1	shrew	{shrew}
1	shrewd	{shrewd}
2	shrewder	{shrewd}>er>
2	shrewdest	{shrewd}>est>
2	shrewdly	{shrewd}>ly>
2	shrewdness	{shrewd}>ness>
2	shrewish	{shrew}>ish>
3	shrewishly	{shrew}>ish>>ly>
3	shrewishness	{shrew}>ish>>ness>
2	shrews	{shrew}>s>
1	shriek	{shriek}
2	shrieked	{shriek}>ed>
2	shrieking	{shriek}>ing>
2	shrieks	{shriek}>s>
1	shrift	{shrift}
1	shrike	{shrike}
2	shrikes	{shrike}>s>
1	shrill	{shrill}
2	shriller	{shrill}>er>
2	shrillest	{shrill}>est>
2	shrilling	{shrill}>ing>
2	shrillness	{shrill}>ness>
2	shrilly	{shrill}>ly>
1	shrimp	{shrimp}
2	shrimped	{shrimp}>ed>
2	shrimping	{shrimp}>ing>
2	shrimps	{shrimp}>s>
1	shrine	{shrine}
2	shrined	{shrine}>ed>
2	shrines	{shrine}>s>
2	shrining	{shrine}>ing>
1	shrink	{shrink}
2	shrinkage	{shrink}>age>
2	shrinking	{shrink}>ing>
2	shrinks	{shrink}>s>
1	shrive	{shrive}
2	shrived	{shrive}>ed>
1	shrivel	{shrivel}
2	shriveled	{shrivel}>ed>
2	shrivelled	{shrivel}>ed>
2	shrivelling	{shrivel}>ing>
2	shrivels	{shrivel}>s>
2	shriven	{shrive}>en>
2	shrives	{shrive}>s>
2	shriving	{shrive}>ing>
1	shroud	{shroud}
2	shrouded	{shroud}>ed>
2	shrouding	{shroud}>ing>
2	shrouds	{shroud}>s>
1	shrove	{shrove}
1	shrub	{shrub}
3	shrubberies	{shrub}>ery>>s>
2	shrubbery	{shrub}>ery>
2	shrubs	{shrub}>s>
1	shrug	{shrug}
2	shrugged	{shrug}>ed>
2	shrugging	{shrug}>ing>
2	shrugs	{shrug}>s>
1	shrunk	{shrunk}
2	shrunken	{shrunk}>en>
1	shuck	{shuck}
2	shucked	{shuck}>ed>
2	shucks	{shuck}>s>
1	shudder	{shudder}
2	shuddered	{shudder}>ed>
2	shuddering	{shudder}>ing>
2	shudders	{shudder}>s>
2	shuddery	{shudder}>y>
1	shuffle	{shuffle}
2	shuffleboard	{shuffle}{board}
2	shuffled	{shuffle}>ed>
2	shuffler	{shuffle}>er>
3	shufflers	{shuffle}>er>>s>
2	shuffles	{shuffle}>s>
2	shuffling	{shuffle}>ing>
1	shun	{shun}
2	shunned	{shun}>ed>
2	shunning	{shun}>ing>
2	shuns	{shun}>s>
1	shunt	{shunt}
2	shunted	{shunt}>ed>
2	shunter	{shunt}>er>
3	shunters	{shunt}>er>>s>
2	shunting	{shunt}>ing>
2	shunts	{shunt}>s>
1	shush	{shush}
2	shushes	{shush}>s>
1	shut	{shut}
2	shutdown	{shut}{down}
3	shutdowns	{shut}{down}>s>
1	shute	{shute}
2	shuts	{shut}>s>
2	shutter	{shut}>er>
3	shuttered	{shut}>er>>ed>
3	shuttering	{shut}>er>>ing>
3	shutters	{shut}>er>>s>
2	shutting	{shut}>ing>
1	shuttle	{shuttle}
2	shuttlecock	{shuttle}{cock}
3	shuttlecocks	{shuttle}{cock}>s>
2	shuttled	{shuttle}>ed>
2	shuttles	{shuttle}>s>
2	shuttling	{shuttle}>ing>
1	shy	{shy}
2	shyer	{shy}>er>
2	shyest	{shy}>est>
2	shying	{shy}>ing>
2	shylock	{shy--lock}
3	shylockian	{shy}{lock}>ian>
2	shyly	{shy}>ly>
2	shyness	{shy}>ness>
2	shyster	{shy}>ster>
3	shysters	{shy}>ster>>s>
1	si	{si}
2	siamese	{siam}>ese>
1	sib	{sib}
1	siberia	{siberia}
2	siberian	{siberia}>n>
2	sibilant	{sibil--ant}
3	sibilants	{sibil--ant}>s>
2	sibilate	{sibil--ate}
3	sibilated	{sibil--ate}>ed>
3	sibilates	{sibil--ate}>s>
3	sibilating	{sibil--ate}>ing>
2	sibley	{sib--ley}
2	sibling	{sib--ling}
3	siblings	{sib--ling}>s>
2	sibs	{sib}>s>
1	sibyl	{sibyl}
2	sibyls	{sibyl}>s>
1	sic	{sic}
2	sicilian	{sicily}>an>
3	sicilians	{sicily}>an>>s>
1	sicily	{sicily}
1	sick	{sick}
2	sickbay	{sick}{bay}
3	sickbays	{sick}{bay}>s>
2	sickbed	{sick}{bed}
3	sickbeds	{sick}{bed}>s>
2	sicken	{sick}>en>
3	sickened	{sick}>en>>ed>
3	sickening	{sick}>en>>ing>
4	sickeningly	{sick}>en>>ing>>ly>
3	sickens	{sick}>en>>s>
2	sicker	{sick}>er>
2	sickest	{sick}>est>
2	sickish	{sick}>ish>
1	sickle	{sickle}
2	sickles	{sickle}>s>
3	sicklier	{sick}>ly>>er>
3	sickliest	{sick}>ly>>est>
2	sickly	{sick}>ly>
2	sickness	{sick}>ness>
3	sicknesses	{sick}>ness>>s>
2	sickroom	{sick}{room}
1	sid	{sid}
1	side	{side}
3	sidearms	{side}{arm}>s>
2	sideboard	{side}{board}
3	sideboards	{side}{board}>s>
3	sideburns	{side}{burn}>s>
2	sidecar	{side}{car}
3	sidecars	{side}{car}>s>
2	sided	{side}>ed>
2	sidekick	{side}{kick}
3	sidekicks	{side}{kick}>s>
2	sidelight	{side}{light}
3	sidelights	{side}{light}>s>
2	sideline	{side}{line}
3	sidelines	{side}{line}>s>
2	sidelong	{side}{long}
2	sidemen	{side}>men>
2	sidereal	{sider--eal}
2	sides	{side}>s>
2	side's	{side}>'s>
2	sidesaddle	{side}{saddle}
3	sidesaddles	{side}{saddle}>s>
2	sideshow	{side}{show}
3	sideshows	{side}{show}>s>
2	sideslip	{side}{slip}
3	sideslipped	{side}{slip}>ed>
3	sideslipping	{side}{slip}>ing>
3	sideslips	{side}{slip}>s>
3	sidesplitting	{side}-{split}>ing>
2	sidestep	{side}{step}
3	sidestepped	{side}{step}>ed>
3	sidestepping	{side}{step}>ing>
3	sidesteps	{side}{step}>s>
2	sideswipe	{side}{swipe}
3	sideswiped	{side}{swipe}>ed>
3	sideswipes	{side}{swipe}>s>
3	sideswiping	{side}{swipe}>ing>
2	sidetrack	{side}{track}
3	sidetracked	{side}{track}>ed>
3	sidetracking	{side}{track}>ing>
3	sidetracks	{side}{track}>s>
2	sidewalk	{side}{walk}
3	sidewalks	{side}{walk}>s>
2	sideward	{side}>ward>
3	sidewards	{side}>ward>>s>
3	sideways	{side}{way}>s>
3	sidewinder	{side}{wind}>er>
2	sidewise	{side}>wise>
2	siding	{side}>ing>
3	sidings	{side}>ing>>s>
1	sidle	{sidle}
2	sidled	{sidle}>ed>
2	sidles	{sidle}>s>
2	sidling	{sidle}>ing>
1	sidney	{sidney}
2	sidney's	{sidney}>'s>
1	siege	{siege}
2	sieges	{siege}>s>
1	siegfried	{siegfried}
1	sienna	{sienna}
1	sierra	{sierra}
2	sierras	{sierra}>s>
1	siesta	{siesta}
2	siestas	{siesta}>s>
1	sieve	{sieve}
2	sieved	{sieve}>ed>
2	sieves	{sieve}>s>
2	sieving	{sieve}>ing>
1	sift	{sift}
2	sifted	{sift}>ed>
2	sifter	{sift}>er>
3	sifters	{sift}>er>>s>
2	sifting	{sift}>ing>
2	sifts	{sift}>s>
1	sigh	{sigh}
2	sighed	{sigh}>ed>
2	sighing	{sigh}>ing>
2	sighs	{sigh}>s>
1	sight	{sight}
2	sighted	{sight}>ed>
2	sighting	{sight}>ing>
3	sightings	{sight}>ing>>s>
2	sightless	{sight}>less>
3	sightliness	{sight}>ly>>ness>
2	sights	{sight}>s>
2	sightsaw	{sight}{saw}
2	sightsee	{sight}{see}
3	sightseeing	{sight}{see}>ing>
3	sightseen	{sight}{see}>n>
3	sightseer	{sight}{see}>er>
4	sightseers	{sight}{see}>er>>s>
3	sightsees	{sight}{see}>s>
1	sigma	{sigma}
1	sigmund	{sigmund}
1	sign	{sign}
2	signal	{sign}>al>
3	signaled	{sign}>al>>ed>
3	signaling	{sign}>al>>ing>
3	signalize	{sign}>al>>ise>
4	signalized	{sign}>al>>ise>>ed>
4	signalizes	{sign}>al>>ise>>s>
4	signalizing	{sign}>al>>ise>>ing>
3	signalled	{sign}>al>>ed>
3	signaller	{sign}>al>>er>
4	signallers	{sign}>al>>er>>s>
3	signalling	{sign}>al>>ing>
3	signally	{sign}>al>>ly>
3	signalman	{sign}>al>{man}
3	signalmen	{sign}>al>{men}
3	signals	{sign}>al>>s>
3	signatories	{sign}>atory>>s>
2	signatory	{sign}>atory>
2	signature	{sign}>ature>
3	signatures	{sign}>ature>>s>
2	signboard	{sign}{board}
2	signed	{sign}>ed>
2	signer	{sign}>er>
3	signers	{sign}>er>>s>
1	signet	{signet}
2	signets	{signet}>s>
3	significance	{sign}>ify>>ance>
3	significant	{sign}>ify>>ant>
4	significantly	{sign}>ify>>ant>>ly>
3	signification	{sign}>ify>>ation>
4	significations	{sign}>ify>>ation>>s>
3	significative	{sign}>ify>>ative>
3	signified	{sign}>ify>>ed>
3	signifies	{sign}>ify>>s>
2	signify	{sign}>ify>
3	signifying	{sign}>ify>>ing>
2	signing	{sign}>ing>
1	signor	{signor}
2	signora	{signor--a}
3	signoras	{signor--a}>s>
2	signorina	{signor--ina}
3	signorinas	{signor--ina}>s>
2	signors	{signor}>s>
2	signpost	{sign}{post}
3	signposted	{sign}{post}>ed>
3	signposting	{sign}{post}>ing>
3	signposts	{sign}{post}>s>
2	signs	{sign}>s>
1	sikh	{sikh}
2	sikhs	{sikh}>s>
1	silage	{silage}
1	silas	{silas}
2	silence	{sil--ence}
3	silenced	{sil--ence}>ed>
3	silencer	{sil--ence}>er>
4	silencers	{sil--ence}>er>>s>
3	silences	{sil--ence}>s>
3	silencing	{sil--ence}>ing>
2	silent	{sil--ent}
3	silently	{sil--ent}>ly>
1	silesia	{silesia}
1	silhouette	{silhouette}
2	silhouetted	{silhouette}>ed>
2	silhouettes	{silhouette}>s>
2	silhouetting	{silhouette}>ing>
2	silica	{silic--a}
2	silicate	{silic--ate}
3	silicates	{silic--ate}>s>
2	silicon	{silic--on}
2	silicone	{silic--one}
2	silicosis	{silic--osis}
1	silk	{silk}
2	silken	{silk}>en>
3	silkier	{silk}>y>>er>
3	silkiest	{silk}>y>>est>
3	silkiness	{silk}>y>>ness>
2	silks	{silk}>s>
2	silkworm	{silk}{worm}
3	silkworms	{silk}{worm}>s>
2	silky	{silk}>y>
1	sill	{sill}
1	sillabub	{sillabub}
2	sillabubs	{sillabub}>s>
2	sillier	{silly}>er>
2	sillies	{silly}>s>
2	silliest	{silly}>est>
2	silliness	{silly}>ness>
2	sills	{sill}>s>
1	silly	{silly}
1	silo	{silo}
2	silos	{silo}>s>
1	silt	{silt}
1	silver	{silver}
2	silvered	{silver}>ed>
3	silverier	{silver}>y>>er>
3	silveriest	{silver}>y>>est>
2	silvering	{silver}>ing>
2	silvers	{silver}>s>
2	silverside	{silver}{side}
2	silversmith	{silver}{smith}
3	silversmiths	{silver}{smith}>s>
2	silverware	{silver}{ware}
2	silvery	{silver}>y>
1	silvio	{silvio}
2	simian	{simi--an}
3	simians	{simi--an}>s>
2	similar	{simil--ar}
4	similarities	{simil--ar}>ity>>s>
3	similarity	{simil--ar}>ity>
3	similarly	{simil--ar}>ly>
1	simile	{simile}
2	similes	{simile}>s>
2	similitude	{simil--itude}
3	similitudes	{simil--itude}>s>
1	simmer	{simmer}
2	simmered	{simmer}>ed>
2	simmering	{simmer}>ing>
2	simmers	{simmer}>s>
1	simmons	{simmons}
1	simms	{simms}
1	simon	{simon}
2	simon's	{simon}>'s>
1	simoon	{simoon}
2	simoons	{simoon}>s>
1	simper	{simper}
2	simpered	{simper}>ed>
2	simpering	{simper}>ing>
3	simperingly	{simper}>ing>>ly>
2	simpers	{simper}>s>
1	simple	{simple}
2	simpler	{simple}>er>
2	simples	{simple}>s>
2	simplest	{simple}>est>
2	simpleton	{simple--ton}
3	simpletons	{simple--ton}>s>
1	simplex	{simplex}
3	simplicities	{simple}>icity>>s>
2	simplicity	{simple}>icity>
3	simplification	{simple}>ify>>ation>
4	simplifications	{simple}>ify>>ation>>s>
3	simplified	{simple}>ify>>ed>
3	simplifies	{simple}>ify>>s>
2	simplify	{simple}>ify>
3	simplifying	{simple}>ify>>ing>
2	simplistic	{simple}>istic>
2	simply	{simple}>y>
2	simpson	{simp--son}
3	simpson's	{simp--son}>'s>
1	sims	{sims}
2	simulacra	{simulacr--a}
2	simulacrum	{simulacr--um}
3	simulacrums	{simulacr--um}>s>
2	simulate	{simul--ate}
3	simulated	{simul--ate}>ed>
3	simulates	{simul--ate}>s>
3	simulating	{simul--ate}>ing>
3	simulation	{simul--ate}>ion>
4	simulations	{simul--ate}>ion>>s>
3	simulator	{simul--ate}>or>
4	simulators	{simul--ate}>or>>s>
2	simultaneity	{simultane--ity}
2	simultaneous	{simultane--ous}
3	simultaneously	{simultane--ous}>ly>
3	simultaneousness	{simultane--ous}>ness>
1	sin	{sin}
1	sinai	{sinai}
1	sinatra	{sinatra}
1	since	{since}
1	sincere	{sincere}
2	sincerely	{sincere}>ly>
2	sincerer	{sincere}>er>
2	sincerest	{sincere}>est>
2	sincerity	{sincere}>ity>
1	sine	{sine}
1	sinecure	{sinecure}
2	sinecures	{sinecure}>s>
2	sines	{sine}>s>
1	sinew	{sinew}
2	sinews	{sinew}>s>
2	sinewy	{sinew}>y>
2	sinful	{sin}>ful>
3	sinfully	{sin}>ful>>ly>
3	sinfulness	{sin}>ful>>ness>
1	sing	{sing}
2	singable	{sing}>able>
1	singapore	{singapore}
2	singaporean	{singapore}>ean>
3	singaporeans	{singapore}>ean>>s>
1	singe	{singe}
2	singed	{singe}>ed>
2	singeing	{singe}>ing>
2	singer	{sing}>er>
3	singers	{sing}>er>>s>
3	singer's	{sing}>er>>'s>
2	singes	{singe}>s>
2	singing	{sing}>ing>
1	single	{single}
2	singled	{single}>ed>
4	singlehandedly	{single}{hand}>ed>>ly>
2	singleness	{single}>ness>
2	singles	{single}>s>
2	singlet	{singl--et}
2	singleton	{single--ton}
3	singletons	{single--ton}>s>
3	singlets	{singl--et}>s>
2	singling	{single}>ing>
2	singly	{single}>y>
2	sings	{sing}>s>
3	sing's	{sin}{g}>'s>
2	singsong	{sing}{song}
3	singsonged	{sing}{song}>ed>
3	singsongs	{sing}{song}>s>
2	singular	{singul--ar}
4	singularities	{singul--ar}>ity>>s>
3	singularity	{singul--ar}>ity>
3	singularize	{singul--ar}>ise>
4	singularized	{singul--ar}>ise>>ed>
4	singularizes	{singul--ar}>ise>>s>
4	singularizing	{singul--ar}>ise>>ing>
3	singularly	{singul--ar}>ly>
3	singulars	{singul--ar}>s>
1	sinhalese	{sinhalese}
1	sinister	{sinister}
1	sink	{sink}
2	sinkable	{sink}>able>
2	sinker	{sink}>er>
3	sinkers	{sink}>er>>s>
2	sinkhole	{sink}{hole}
2	sinking	{sink}>ing>
2	sinks	{sink}>s>
2	sinless	{sin}>less>
3	sinlessness	{sin}>less>>ness>
2	sinned	{sin}>ed>
2	sinner	{sin}>er>
3	sinners	{sin}>er>>s>
2	sinning	{sin}>ing>
2	sins	{sin}>s>
1	sinuous	{sinuous}
2	sinuously	{sinuous}>ly>
2	sinuousness	{sinuous}>ness>
1	sinus	{sinus}
2	sinuses	{sinus}>s>
3	sinusoidal	{sinus}>oid>>al>
3	sinusoids	{sinus}>oid>>s>
1	sioux	{sioux}
1	sip	{sip}
1	siphon	{siphon}
2	siphoned	{siphon}>ed>
2	siphoning	{siphon}>ing>
2	siphons	{siphon}>s>
2	sipped	{sip}>ed>
2	sipping	{sip}>ing>
2	sips	{sip}>s>
1	sir	{sir}
1	sire	{sire}
2	sired	{sire}>ed>
1	siren	{siren}
2	sirens	{siren}>s>
2	sires	{sire}>s>
2	siring	{sire}>ing>
2	sirloin	{sir--loin}
3	sirloins	{sir--loin}>s>
1	sirocco	{sirocco}
2	siroccos	{sirocco}>s>
2	sirs	{sir}>s>
1	sis	{sis}
1	sisal	{sisal}
2	sissier	{sissy}>er>
1	sissy	{sissy}
1	sister	{sister}
2	sisterhood	{sister}>hood>
3	sisterhoods	{sister}>hood>>s>
2	sisterly	{sister}>ly>
2	sisters	{sister}>s>
2	sister's	{sister}>'s>
1	sistine	{sistine}
1	sit	{sit}
1	site	{site}
2	sited	{site}>ed>
2	sites	{site}>s>
2	siting	{site}>ing>
2	sits	{sit}>s>
2	sitter	{sit}>er>
3	sitters	{sit}>er>>s>
3	sitter's	{sit}>er>>'s>
2	sitting	{sit}>ing>
3	sittings	{sit}>ing>>s>
1	situ	{situ}
2	situate	{situ--ate}
3	situated	{situ--ate}>ed>
3	situates	{situ--ate}>s>
3	situating	{situ--ate}>ing>
3	situation	{situ--ate}>ion>
4	situations	{situ--ate}>ion>>s>
1	siva	{siva}
1	six	{six}
2	sixes	{six}>s>
2	sixfold	{six}>fold>
2	sixgun	{six}{gun}
3	sixguns	{six}{gun}>s>
2	sixpence	{six--pence}
3	sixpences	{six--pence}>s>
2	sixpenny	{six--penny}
2	sixteen	{six--teen}
3	sixteenth	{six--teen}>th>
4	sixteenths	{six--teen}>th>>s>
2	sixth	{six}>th>
3	sixthly	{six}>th>>ly>
3	sixths	{six}>th>>s>
3	sixties	{six--ty}>s>
3	sixtieth	{six--ty}>eth>
4	sixtieths	{six--ty}>eth>>s>
2	sixty	{six--ty}
2	sizable	{size}>able>
1	size	{size}
2	sizeable	{size}>able>
2	sized	{size}>ed>
2	sizes	{size}>s>
2	sizing	{size}>ing>
1	sizzle	{sizzle}
2	sizzled	{sizzle}>ed>
2	sizzler	{sizzle}>er>
3	sizzlers	{sizzle}>er>>s>
2	sizzles	{sizzle}>s>
2	sizzling	{sizzle}>ing>
1	skate	{skate}
2	skateboard	{skate}{board}
3	skateboarded	{skate}{board}>ed>
3	skateboarder	{skate}{board}>er>
4	skateboarders	{skate}{board}>er>>s>
3	skateboarding	{skate}{board}>ing>
3	skateboards	{skate}{board}>s>
2	skated	{skate}>ed>
2	skater	{skate}>er>
3	skaters	{skate}>er>>s>
2	skates	{skate}>s>
2	skating	{skate}>ing>
1	skedaddle	{skedaddle}
2	skedaddled	{skedaddle}>ed>
2	skedaddles	{skedaddle}>s>
2	skedaddling	{skedaddle}>ing>
1	skeet	{skeet}
1	skein	{skein}
2	skeins	{skein}>s>
2	skeletal	{skelet--al}
2	skeleton	{skelet--on}
3	skeletons	{skelet--on}>s>
2	skeptical	{skeptic}>al>
3	skeptically	{skeptic}>al>>ly>
2	skepticism	{skeptic}>ism>
2	skeptics	{skeptic}>s>
1	sketch	{sketch}
2	sketchbook	{sketch}{book}
3	sketchbooks	{sketch}{book}>s>
2	sketched	{sketch}>ed>
2	sketcher	{sketch}>er>
3	sketchers	{sketch}>er>>s>
2	sketches	{sketch}>s>
3	sketchier	{sketch}>y>>er>
3	sketchiest	{sketch}>y>>est>
3	sketchily	{sketch}>y>>ly>
3	sketchiness	{sketch}>y>>ness>
2	sketching	{sketch}>ing>
2	sketchpad	{sketch}{pad}
3	sketchpads	{sketch}{pad}>s>
2	sketchy	{sketch}>y>
1	skew	{skew}
1	skewbald	{skewbald}
2	skewbalds	{skewbald}>s>
1	skewer	{skewer}
2	skewered	{skewer}>ed>
2	skewering	{skewer}>ing>
2	skewers	{skewer}>s>
1	ski	{ski}
2	skibob	{ski}{bob}
3	skibobs	{ski}{bob}>s>
1	skid	{skid}
2	skidded	{skid}>ed>
2	skidding	{skid}>ing>
2	skiddy	{skid}>y>
2	skidlid	{skid}{lid}
3	skidlids	{skid}{lid}>s>
2	skidpan	{skid}{pan}
3	skidpans	{skid}{pan}>s>
2	skids	{skid}>s>
2	skied	{ski}>ed>
2	skier	{ski}>er>
3	skiers	{ski}>er>>s>
2	skies	{sky}>s>
1	skiff	{skiff}
1	skiffle	{skiffle}
2	skiffs	{skiff}>s>
2	skiing	{ski}>ing>
2	skilful	{skill}>ful>
3	skilfully	{skill}>ful>>ly>
2	skilift	{ski}{lift}
1	skill	{skill}
2	skilled	{skill}>ed>
1	skillet	{skillet}
2	skillets	{skillet}>s>
2	skillful	{skill}>ful>
3	skillfully	{skill}>ful>>ly>
3	skillfulness	{skill}{full}>ness>
2	skills	{skill}>s>
1	skim	{skim}
2	skimmed	{skim}>ed>
2	skimmer	{skim}>er>
3	skimmers	{skim}>er>>s>
2	skimming	{skim}>ing>
1	skimp	{skimp}
2	skimped	{skimp}>ed>
3	skimpier	{skimp}>y>>er>
3	skimpiest	{skimp}>y>>est>
3	skimpily	{skimp}>y>>ly>
2	skimping	{skimp}>ing>
2	skimps	{skimp}>s>
2	skimpy	{skimp}>y>
2	skims	{skim}>s>
1	skin	{skin}
2	skindive	{skin}{dive}
3	skindiving	{skin}{dive}>ing>
2	skinflint	{skin}{flint}
3	skinflints	{skin}{flint}>s>
3	skinfolds	{skin}{fold}>s>
2	skinful	{skin}>ful>
2	skinhead	{skin}{head}
3	skinheads	{skin}{head}>s>
2	skinless	{skin}>less>
2	skinned	{skin}>ed>
2	skinner	{skin}>er>
3	skinnier	{skin}>y>>er>
3	skinniest	{skin}>y>>est>
2	skinning	{skin}>ing>
2	skinny	{skin}>y>
2	skins	{skin}>s>
1	skint	{skint}
1	skip	{skip}
2	skipped	{skip}>ed>
1	skipper	{skipper}
2	skippered	{skipper}>ed>
2	skippering	{skipper}>ing>
2	skippers	{skipper}>s>
2	skipping	{skip}>ing>
2	skips	{skip}>s>
1	skirl	{skirl}
1	skirmish	{skirmish}
2	skirmished	{skirmish}>ed>
2	skirmisher	{skirmish}>er>
3	skirmishers	{skirmish}>er>>s>
2	skirmishes	{skirmish}>s>
2	skirmishing	{skirmish}>ing>
1	skirt	{skirt}
2	skirted	{skirt}>ed>
2	skirting	{skirt}>ing>
2	skirts	{skirt}>s>
2	skis	{ski}>s>
1	skit	{skit}
2	skits	{skit}>s>
1	skitter	{skitter}
2	skittered	{skitter}>ed>
2	skittering	{skitter}>ing>
2	skitters	{skitter}>s>
2	skittish	{skit}>ish>
3	skittishly	{skit}>ish>>ly>
3	skittishness	{skit}>ish>>ness>
1	skittle	{skittle}
2	skittles	{skittle}>s>
1	skive	{skive}
2	skived	{skive}>ed>
2	skiver	{skive}>er>
3	skivers	{skive}>er>>s>
2	skives	{skive}>s>
2	skiving	{skive}>ing>
2	skivvied	{skivvy}>ed>
2	skivvies	{skivvy}>s>
1	skivvy	{skivvy}
2	skivvying	{skivvy}>ing>
2	skiway	{ski}{way}
1	skua	{skua}
2	skuas	{skua}>s>
1	skulk	{skulk}
2	skulked	{skulk}>ed>
2	skulker	{skulk}>er>
3	skulkers	{skulk}>er>>s>
2	skulking	{skulk}>ing>
2	skulks	{skulk}>s>
1	skull	{skull}
2	skullcap	{skull}{cap}
3	skullcaps	{skull}{cap}>s>
2	skulls	{skull}>s>
1	skunk	{skunk}
2	skunked	{skunk}>ed>
2	skunking	{skunk}>ing>
2	skunks	{skunk}>s>
1	sky	{sky}
2	skybolt	{sky}{bolt}
3	skydiver	{sky}{dive}>er>
4	skydivers	{sky}{dive}>er>>s>
1	skye	{skye}
2	skyhook	{sky}{hook}
3	skyhooks	{sky}{hook}>s>
